Hour,Technology,Charging power (MW),Discharging power (MW),State of charge (MWh)
6518,Li-Ion,0.0,0.0,0.0
6518,CAES,0.0,0.0,0.0
6518,PHS,55541.741,44458.259,0.0
6518,H2,0.0,0.0,0.0
6519,Li-Ion,0.0,0.0,0.0
6519,CAES,0.0,0.0,0.0
6519,PHS,37025.797,26567.854,2698.5174
6519,H2,0.0,0.0,0.0
6520,Li-Ion,0.0,0.0,0.0
6520,CAES,0.0,0.0,0.0
6520,PHS,54777.598,45222.402,0.0
6520,H2,0.0,0.0,0.0
6521,Li-Ion,0.0,0.0,0.0
6521,CAES,0.0,0.0,0.0
6521,PHS,38649.026,30223.538,0.0
6521,H2,0.0,0.0,0.0
6522,Li-Ion,0.0,0.0,0.0
6522,CAES,0.0,0.0,0.0
6522,PHS,31408.951,23700.11,974.42256
6522,H2,0.0,0.0,0.0
6523,Li-Ion,0.0,0.0,0.0
6523,CAES,0.0,0.0,0.0
6523,PHS,6633.9028,0.0,6840.8335
6523,H2,0.0,0.0,0.0
6524,Li-Ion,0.0,0.0,0.0
6524,CAES,0.0,0.0,0.0
6524,PHS,52721.997,47278.003,0.0
6524,H2,0.0,0.0,0.0
6525,Li-Ion,0.0,0.0,0.0
6525,CAES,0.0,0.0,0.0
6525,PHS,26720.372,20895.331,0.0
6525,H2,0.0,0.0,0.0
6526,Li-Ion,0.0,0.0,0.0
6526,CAES,0.0,0.0,0.0
6526,PHS,33371.214,26096.289,0.0
6526,H2,0.0,0.0,0.0
6527,Li-Ion,0.0,0.0,0.0
6527,CAES,0.0,0.0,0.0
6527,PHS,32730.007,23744.415,2092.5418
6527,H2,0.0,0.0,0.0
6528,Li-Ion,0.0,0.0,0.0
6528,CAES,0.0,0.0,0.0
6528,PHS,55078.31,44921.69,0.0
6528,H2,0.0,0.0,0.0
6529,Li-Ion,0.0,0.0,0.0
6529,CAES,0.0,0.0,0.0
6529,PHS,50197.593,39254.518,0.0
6529,H2,0.0,0.0,0.0
6530,Li-Ion,0.0,0.0,0.0
6530,CAES,0.0,0.0,0.0
6530,PHS,53634.645,41942.293,0.0
6530,H2,0.0,0.0,0.0
6531,Li-Ion,0.0,0.0,0.0
6531,CAES,0.0,0.0,0.0
6531,PHS,56124.409,43875.591,15.488158
6531,H2,0.0,0.0,0.0
6532,Li-Ion,0.0,0.0,0.0
6532,CAES,0.0,0.0,0.0
6532,PHS,47690.338,35359.566,2202.8247
6532,H2,0.0,0.0,0.0
6533,Li-Ion,0.0,0.0,0.0
6533,CAES,0.0,0.0,0.0
6533,PHS,55921.428,44078.572,1809.2783
6533,H2,0.0,0.0,0.0
6534,Li-Ion,0.0,0.0,0.0
6534,CAES,0.0,0.0,0.0
6534,PHS,55218.878,44781.122,0.0
6534,H2,0.0,0.0,0.0
6535,Li-Ion,0.0,0.0,0.0
6535,CAES,0.0,0.0,0.0
6535,PHS,37658.998,29449.337,0.0
6535,H2,0.0,0.0,0.0
6536,Li-Ion,0.0,0.0,0.0
6536,CAES,0.0,0.0,0.0
6536,PHS,31224.991,24417.943,0.0
6536,H2,0.0,0.0,0.0
6537,Li-Ion,0.0,0.0,0.0
6537,CAES,0.0,0.0,0.0
6537,PHS,29397.354,22988.731,0.0
6537,H2,0.0,0.0,0.0
6538,Li-Ion,0.0,0.0,0.0
6538,CAES,0.0,0.0,0.0
6538,PHS,31221.98,24415.588,0.0
6538,H2,0.0,0.0,0.0
6539,Li-Ion,0.0,0.0,0.0
6539,CAES,0.0,0.0,0.0
6539,PHS,7221.4799,0.0,6386.0099
6539,H2,0.0,0.0,0.0
6540,Li-Ion,0.0,0.0,0.0
6540,CAES,0.0,0.0,0.0
6540,PHS,40348.737,32981.297,4770.5261
6540,H2,0.0,0.0,0.0
6541,Li-Ion,0.0,0.0,0.0
6541,CAES,0.0,0.0,0.0
6541,PHS,53749.376,46250.624,0.0
6541,H2,0.0,0.0,0.0
6542,Li-Ion,0.0,0.0,0.0
6542,CAES,0.0,0.0,0.0
6542,PHS,32657.314,25538.02,0.0
6542,H2,0.0,0.0,0.0
6543,Li-Ion,0.0,0.0,0.0
6543,CAES,0.0,0.0,0.0
6543,PHS,27700.107,21661.484,0.0
6543,H2,0.0,0.0,0.0
6544,Li-Ion,0.0,0.0,0.0
6544,CAES,0.0,0.0,0.0
6544,PHS,14408.763,8716.4214,2885.0045
6544,H2,0.0,0.0,0.0
6545,Li-Ion,0.0,0.0,0.0
6545,CAES,0.0,0.0,0.0
6545,PHS,5296.4964,0.0,7568.7368
6545,H2,0.0,0.0,0.0
6546,Li-Ion,0.0,0.0,0.0
6546,CAES,0.0,0.0,0.0
6546,PHS,52360.779,47639.221,0.0
6546,H2,0.0,0.0,0.0
6547,Li-Ion,0.0,0.0,0.0
6547,CAES,0.0,0.0,0.0
6547,PHS,3790.1176,0.0,3351.63
6547,H2,0.0,0.0,0.0
6548,Li-Ion,0.0,0.0,0.0
6548,CAES,0.0,0.0,0.0
6548,PHS,25949.716,23256.55,0.0
6548,H2,0.0,0.0,0.0
6549,Li-Ion,0.0,0.0,0.0
6549,CAES,0.0,0.0,0.0
6549,PHS,3608.6262,0.0,3191.1357
6549,H2,0.0,0.0,0.0
6550,Li-Ion,0.0,0.0,0.0
6550,CAES,0.0,0.0,0.0
6550,PHS,37253.469,31954.158,0.0
6550,H2,0.0,0.0,0.0
6551,Li-Ion,0.0,0.0,0.0
6551,CAES,0.0,0.0,0.0
6551,PHS,20856.365,13395.999,3294.8693
6551,H2,0.0,0.0,0.0
6552,Li-Ion,0.0,0.0,0.0
6552,CAES,0.0,0.0,0.0
6552,PHS,54481.662,45518.338,0.0
6552,H2,0.0,0.0,0.0
6553,Li-Ion,0.0,0.0,0.0
6553,CAES,0.0,0.0,0.0
6553,PHS,44373.013,33708.832,1120.4971
6553,H2,0.0,0.0,0.0
6554,Li-Ion,0.0,0.0,0.0
6554,CAES,0.0,0.0,0.0
6554,PHS,55663.592,44336.408,207.37772
6554,H2,0.0,0.0,0.0
6555,Li-Ion,0.0,0.0,0.0
6555,CAES,0.0,0.0,0.0
6555,PHS,56013.813,43986.187,0.0
6555,H2,0.0,0.0,0.0
6556,Li-Ion,0.0,0.0,0.0
6556,CAES,0.0,0.0,0.0
6556,PHS,54389.769,42304.225,258.47856
6556,H2,0.0,0.0,0.0
6557,Li-Ion,0.0,0.0,0.0
6557,CAES,0.0,0.0,0.0
6557,PHS,55988.454,44011.546,0.0
6557,H2,0.0,0.0,0.0
6558,Li-Ion,0.0,0.0,0.0
6558,CAES,0.0,0.0,0.0
6558,PHS,49930.516,39045.663,0.0
6558,H2,0.0,0.0,0.0
6559,Li-Ion,0.0,0.0,0.0
6559,CAES,0.0,0.0,0.0
6559,PHS,24479.575,15387.858,4246.4513
6559,H2,0.0,0.0,0.0
6560,Li-Ion,0.0,0.0,0.0
6560,CAES,0.0,0.0,0.0
6560,PHS,54009.445,45990.555,0.0
6560,H2,0.0,0.0,0.0
6561,Li-Ion,0.0,0.0,0.0
6561,CAES,0.0,0.0,0.0
6561,PHS,30372.683,23751.438,0.0
6561,H2,0.0,0.0,0.0
6562,Li-Ion,0.0,0.0,0.0
6562,CAES,0.0,0.0,0.0
6562,PHS,25443.903,19897.132,0.0
6562,H2,0.0,0.0,0.0
6563,Li-Ion,0.0,0.0,0.0
6563,CAES,0.0,0.0,0.0
6563,PHS,25149.191,19666.667,0.0
6563,H2,0.0,0.0,0.0
6564,Li-Ion,0.0,0.0,0.0
6564,CAES,0.0,0.0,0.0
6564,PHS,30994.601,24237.778,0.0
6564,H2,0.0,0.0,0.0
6565,Li-Ion,0.0,0.0,0.0
6565,CAES,0.0,0.0,0.0
6565,PHS,21917.742,15617.258,1721.5916
6565,H2,0.0,0.0,0.0
6566,Li-Ion,0.0,0.0,0.0
6566,CAES,0.0,0.0,0.0
6566,PHS,5700.5813,0.0,6762.6592
6566,H2,0.0,0.0,0.0
6567,Li-Ion,0.0,0.0,0.0
6567,CAES,0.0,0.0,0.0
6567,PHS,52760.791,47239.209,0.0
6567,H2,0.0,0.0,0.0
6568,Li-Ion,0.0,0.0,0.0
6568,CAES,0.0,0.0,0.0
6568,PHS,24503.575,19161.796,0.0
6568,H2,0.0,0.0,0.0
6569,Li-Ion,0.0,0.0,0.0
6569,CAES,0.0,0.0,0.0
6569,PHS,4744.7248,0.0,4195.7963
6569,H2,0.0,0.0,0.0
6570,Li-Ion,0.0,0.0,0.0
6570,CAES,0.0,0.0,0.0
6570,PHS,37059.806,32691.143,0.0
6570,H2,0.0,0.0,0.0
6571,Li-Ion,0.0,0.0,0.0
6571,CAES,0.0,0.0,0.0
6571,PHS,17889.73,13989.769,0.0
6571,H2,0.0,0.0,0.0
6572,Li-Ion,0.0,0.0,0.0
6572,CAES,0.0,0.0,0.0
6572,PHS,2881.9201,0.0,2548.504
6572,H2,0.0,0.0,0.0
6573,Li-Ion,0.0,0.0,0.0
6573,CAES,0.0,0.0,0.0
6573,PHS,27039.311,23398.403,0.0
6573,H2,0.0,0.0,0.0
6574,Li-Ion,0.0,0.0,0.0
6574,CAES,0.0,0.0,0.0
6574,PHS,23806.374,18616.584,0.0
6574,H2,0.0,0.0,0.0
6575,Li-Ion,0.0,0.0,0.0
6575,CAES,0.0,0.0,0.0
6575,PHS,33492.59,26191.205,0.0
6575,H2,0.0,0.0,0.0
6576,Li-Ion,0.0,0.0,0.0
6576,CAES,0.0,0.0,0.0
6576,PHS,41272.55,32275.134,0.0
6576,H2,0.0,0.0,0.0
6577,Li-Ion,0.0,0.0,0.0
6577,CAES,0.0,0.0,0.0
6577,PHS,38554.472,28681.596,1660.0569
6577,H2,0.0,0.0,0.0
6578,Li-Ion,0.0,0.0,0.0
6578,CAES,0.0,0.0,0.0
6578,PHS,55292.929,44707.071,0.0
6578,H2,0.0,0.0,0.0
6579,Li-Ion,0.0,0.0,0.0
6579,CAES,0.0,0.0,0.0
6579,PHS,45736.587,34792.597,1100.7643
6579,H2,0.0,0.0,0.0
6580,Li-Ion,0.0,0.0,0.0
6580,CAES,0.0,0.0,0.0
6580,PHS,55570.475,44429.525,0.0
6580,H2,0.0,0.0,0.0
6581,Li-Ion,0.0,0.0,0.0
6581,CAES,0.0,0.0,0.0
6581,PHS,50487.32,39481.084,0.0
6581,H2,0.0,0.0,0.0
6582,Li-Ion,0.0,0.0,0.0
6582,CAES,0.0,0.0,0.0
6582,PHS,45192.447,35340.493,0.0
6582,H2,0.0,0.0,0.0
6583,Li-Ion,0.0,0.0,0.0
6583,CAES,0.0,0.0,0.0
6583,PHS,7558.1913,0.0,6683.7663
6583,H2,0.0,0.0,0.0
6584,Li-Ion,0.0,0.0,0.0
6584,CAES,0.0,0.0,0.0
6584,PHS,53272.773,46727.227,952.82178
6584,H2,0.0,0.0,0.0
6585,Li-Ion,0.0,0.0,0.0
6585,CAES,0.0,0.0,0.0
6585,PHS,6018.9197,0.0,6275.3985
6585,H2,0.0,0.0,0.0
6586,Li-Ion,0.0,0.0,0.0
6586,CAES,0.0,0.0,0.0
6586,PHS,51436.731,45772.907,0.0
6586,H2,0.0,0.0,0.0
6587,Li-Ion,0.0,0.0,0.0
6587,CAES,0.0,0.0,0.0
6587,PHS,24270.409,18979.46,0.0
6587,H2,0.0,0.0,0.0
6588,Li-Ion,0.0,0.0,0.0
6588,CAES,0.0,0.0,0.0
6588,PHS,10621.326,5340.2888,3353.5703
6588,H2,0.0,0.0,0.0
6589,Li-Ion,0.0,0.0,0.0
6589,CAES,0.0,0.0,0.0
6589,PHS,4978.5408,0.0,7756.1319
6589,H2,0.0,0.0,0.0
6590,Li-Ion,0.0,0.0,0.0
6590,CAES,0.0,0.0,0.0
6590,PHS,52267.785,47732.215,0.0
6590,H2,0.0,0.0,0.0
6591,Li-Ion,0.0,0.0,0.0
6591,CAES,0.0,0.0,0.0
6591,PHS,4237.8885,0.0,3747.5972
6591,H2,0.0,0.0,0.0
6592,Li-Ion,0.0,0.0,0.0
6592,CAES,0.0,0.0,0.0
6592,PHS,3460.0453,0.0,6807.3416
6592,H2,0.0,0.0,0.0
6593,Li-Ion,0.0,0.0,0.0
6593,CAES,0.0,0.0,0.0
6593,PHS,40887.357,37993.697,0.0
6593,H2,0.0,0.0,0.0
6594,Li-Ion,0.0,0.0,0.0
6594,CAES,0.0,0.0,0.0
6594,PHS,13735.563,10741.21,0.0
6594,H2,0.0,0.0,0.0
6595,Li-Ion,0.0,0.0,0.0
6595,CAES,0.0,0.0,0.0
6595,PHS,12446.412,9733.094,0.0
6595,H2,0.0,0.0,0.0
6596,Li-Ion,0.0,0.0,0.0
6596,CAES,0.0,0.0,0.0
6596,PHS,9600.4569,7507.5573,0.0
6596,H2,0.0,0.0,0.0
6597,Li-Ion,0.0,0.0,0.0
6597,CAES,0.0,0.0,0.0
6597,PHS,13606.469,10640.259,0.0
6597,H2,0.0,0.0,0.0
6598,Li-Ion,0.0,0.0,0.0
6598,CAES,0.0,0.0,0.0
6598,PHS,20367.828,15927.642,0.0
6598,H2,0.0,0.0,0.0
6599,Li-Ion,0.0,0.0,0.0
6599,CAES,0.0,0.0,0.0
6599,PHS,6252.4799,0.0,5529.1158
6599,H2,0.0,0.0,0.0
6600,Li-Ion,0.0,0.0,0.0
6600,CAES,0.0,0.0,0.0
6600,PHS,54016.753,45983.247,1297.3912
6600,H2,0.0,0.0,0.0
6601,Li-Ion,0.0,0.0,0.0
6601,CAES,0.0,0.0,0.0
6601,PHS,48275.491,38898.727,0.0
6601,H2,0.0,0.0,0.0
6602,Li-Ion,0.0,0.0,0.0
6602,CAES,0.0,0.0,0.0
6602,PHS,47256.766,36954.791,0.0
6602,H2,0.0,0.0,0.0
6603,Li-Ion,0.0,0.0,0.0
6603,CAES,0.0,0.0,0.0
6603,PHS,49528.833,38731.548,0.0
6603,H2,0.0,0.0,0.0
6604,Li-Ion,0.0,0.0,0.0
6604,CAES,0.0,0.0,0.0
6604,PHS,50726.305,39667.971,0.0
6604,H2,0.0,0.0,0.0
6605,Li-Ion,0.0,0.0,0.0
6605,CAES,0.0,0.0,0.0
6605,PHS,36636.487,26089.83,2894.8108
6605,H2,0.0,0.0,0.0
6606,Li-Ion,0.0,0.0,0.0
6606,CAES,0.0,0.0,0.0
6606,PHS,54680.189,45319.811,0.0
6606,H2,0.0,0.0,0.0
6607,Li-Ion,0.0,0.0,0.0
6607,CAES,0.0,0.0,0.0
6607,PHS,32564.827,25465.695,0.0
6607,H2,0.0,0.0,0.0
6608,Li-Ion,0.0,0.0,0.0
6608,CAES,0.0,0.0,0.0
6608,PHS,5818.8805,0.0,5145.6805
6608,H2,0.0,0.0,0.0
6609,Li-Ion,0.0,0.0,0.0
6609,CAES,0.0,0.0,0.0
6609,PHS,44763.208,39555.194,0.0
6609,H2,0.0,0.0,0.0
6610,Li-Ion,0.0,0.0,0.0
6610,CAES,0.0,0.0,0.0
6610,PHS,21589.381,16882.896,0.0
6610,H2,0.0,0.0,0.0
6611,Li-Ion,0.0,0.0,0.0
6611,CAES,0.0,0.0,0.0
6611,PHS,4421.2974,0.0,3909.7871
6611,H2,0.0,0.0,0.0
6612,Li-Ion,0.0,0.0,0.0
6612,CAES,0.0,0.0,0.0
6612,PHS,37135.023,32497.042,0.0
6612,H2,0.0,0.0,0.0
6613,Li-Ion,0.0,0.0,0.0
6613,CAES,0.0,0.0,0.0
6613,PHS,20965.309,16394.871,0.0
6613,H2,0.0,0.0,0.0
6614,Li-Ion,0.0,0.0,0.0
6614,CAES,0.0,0.0,0.0
6614,PHS,20422.497,15970.393,0.0
6614,H2,0.0,0.0,0.0
6615,Li-Ion,0.0,0.0,0.0
6615,CAES,0.0,0.0,0.0
6615,PHS,18380.466,14373.524,0.0
6615,H2,0.0,0.0,0.0
6616,Li-Ion,0.0,0.0,0.0
6616,CAES,0.0,0.0,0.0
6616,PHS,15229.094,11909.151,0.0
6616,H2,0.0,0.0,0.0
6617,Li-Ion,0.0,0.0,0.0
6617,CAES,0.0,0.0,0.0
6617,PHS,14007.178,10953.613,0.0
6617,H2,0.0,0.0,0.0
6618,Li-Ion,0.0,0.0,0.0
6618,CAES,0.0,0.0,0.0
6618,PHS,13287.333,10390.695,0.0
6618,H2,0.0,0.0,0.0
6619,Li-Ion,0.0,0.0,0.0
6619,CAES,0.0,0.0,0.0
6619,PHS,13599.347,10634.69,0.0
6619,H2,0.0,0.0,0.0
6620,Li-Ion,0.0,0.0,0.0
6620,CAES,0.0,0.0,0.0
6620,PHS,10860.417,8492.8461,0.0
6620,H2,0.0,0.0,0.0
6621,Li-Ion,0.0,0.0,0.0
6621,CAES,0.0,0.0,0.0
6621,PHS,15037.527,11759.346,0.0
6621,H2,0.0,0.0,0.0
6622,Li-Ion,0.0,0.0,0.0
6622,CAES,0.0,0.0,0.0
6622,PHS,22300.614,17439.08,0.0
6622,H2,0.0,0.0,0.0
6623,Li-Ion,0.0,0.0,0.0
6623,CAES,0.0,0.0,0.0
6623,PHS,31862.806,24916.714,0.0
6623,H2,0.0,0.0,0.0
6624,Li-Ion,0.0,0.0,0.0
6624,CAES,0.0,0.0,0.0
6624,PHS,29208.286,20534.414,2608.2157
6624,H2,0.0,0.0,0.0
6625,Li-Ion,0.0,0.0,0.0
6625,CAES,0.0,0.0,0.0
6625,PHS,54822.41,45177.59,0.0
6625,H2,0.0,0.0,0.0
6626,Li-Ion,0.0,0.0,0.0
6626,CAES,0.0,0.0,0.0
6626,PHS,48997.205,38315.815,0.0
6626,H2,0.0,0.0,0.0
6627,Li-Ion,0.0,0.0,0.0
6627,CAES,0.0,0.0,0.0
6627,PHS,52152.0,40782.864,0.0
6627,H2,0.0,0.0,0.0
6628,Li-Ion,0.0,0.0,0.0
6628,CAES,0.0,0.0,0.0
6628,PHS,52851.473,41329.852,0.0
6628,H2,0.0,0.0,0.0
6629,Li-Ion,0.0,0.0,0.0
6629,CAES,0.0,0.0,0.0
6629,PHS,51271.468,40094.288,0.0
6629,H2,0.0,0.0,0.0
6630,Li-Ion,0.0,0.0,0.0
6630,CAES,0.0,0.0,0.0
6630,PHS,45549.364,35619.602,0.0
6630,H2,0.0,0.0,0.0
6631,Li-Ion,0.0,0.0,0.0
6631,CAES,0.0,0.0,0.0
6631,PHS,7642.4212,0.0,6758.2515
6631,H2,0.0,0.0,0.0
6632,Li-Ion,0.0,0.0,0.0
6632,CAES,0.0,0.0,0.0
6632,PHS,53183.901,46816.099,848.21707
6632,H2,0.0,0.0,0.0
6633,Li-Ion,0.0,0.0,0.0
6633,CAES,0.0,0.0,0.0
6633,PHS,26116.589,21173.257,0.0
6633,H2,0.0,0.0,0.0
6634,Li-Ion,0.0,0.0,0.0
6634,CAES,0.0,0.0,0.0
6634,PHS,20529.21,16053.842,0.0
6634,H2,0.0,0.0,0.0
6635,Li-Ion,0.0,0.0,0.0
6635,CAES,0.0,0.0,0.0
6635,PHS,5113.2086,0.0,4521.6494
6635,H2,0.0,0.0,0.0
6636,Li-Ion,0.0,0.0,0.0
6636,CAES,0.0,0.0,0.0
6636,PHS,42430.035,37178.816,0.0
6636,H2,0.0,0.0,0.0
6637,Li-Ion,0.0,0.0,0.0
6637,CAES,0.0,0.0,0.0
6637,PHS,24139.526,18877.109,0.0
6637,H2,0.0,0.0,0.0
6638,Li-Ion,0.0,0.0,0.0
6638,CAES,0.0,0.0,0.0
6638,PHS,4916.2488,0.0,4347.4764
6638,H2,0.0,0.0,0.0
6639,Li-Ion,0.0,0.0,0.0
6639,CAES,0.0,0.0,0.0
6639,PHS,36641.338,32498.033,0.0
6639,H2,0.0,0.0,0.0
6640,Li-Ion,0.0,0.0,0.0
6640,CAES,0.0,0.0,0.0
6640,PHS,17519.207,13700.02,0.0
6640,H2,0.0,0.0,0.0
6641,Li-Ion,0.0,0.0,0.0
6641,CAES,0.0,0.0,0.0
6641,PHS,16597.507,12979.25,0.0
6641,H2,0.0,0.0,0.0
6642,Li-Ion,0.0,0.0,0.0
6642,CAES,0.0,0.0,0.0
6642,PHS,4111.435,0.0,3635.7734
6642,H2,0.0,0.0,0.0
6643,Li-Ion,0.0,0.0,0.0
6643,CAES,0.0,0.0,0.0
6643,PHS,31333.865,27718.224,0.0
6643,H2,0.0,0.0,0.0
6644,Li-Ion,0.0,0.0,0.0
6644,CAES,0.0,0.0,0.0
6644,PHS,14542.06,11371.891,0.0
6644,H2,0.0,0.0,0.0
6645,Li-Ion,0.0,0.0,0.0
6645,CAES,0.0,0.0,0.0
6645,PHS,18158.074,14199.614,0.0
6645,H2,0.0,0.0,0.0
6646,Li-Ion,0.0,0.0,0.0
6646,CAES,0.0,0.0,0.0
6646,PHS,23061.529,18034.116,0.0
6646,H2,0.0,0.0,0.0
6647,Li-Ion,0.0,0.0,0.0
6647,CAES,0.0,0.0,0.0
6647,PHS,30106.117,23542.984,0.0
6647,H2,0.0,0.0,0.0
6648,Li-Ion,0.0,0.0,0.0
6648,CAES,0.0,0.0,0.0
6648,PHS,26527.584,18213.912,2861.7397
6648,H2,0.0,0.0,0.0
6649,Li-Ion,0.0,0.0,0.0
6649,CAES,0.0,0.0,0.0
6649,PHS,54696.6,45303.4,0.0
6649,H2,0.0,0.0,0.0
6650,Li-Ion,0.0,0.0,0.0
6650,CAES,0.0,0.0,0.0
6650,PHS,47382.976,37053.487,0.0
6650,H2,0.0,0.0,0.0
6651,Li-Ion,0.0,0.0,0.0
6651,CAES,0.0,0.0,0.0
6651,PHS,47008.406,36002.479,857.2744
6651,H2,0.0,0.0,0.0
6652,Li-Ion,0.0,0.0,0.0
6652,CAES,0.0,0.0,0.0
6652,PHS,55691.305,44308.695,0.0
6652,H2,0.0,0.0,0.0
6653,Li-Ion,0.0,0.0,0.0
6653,CAES,0.0,0.0,0.0
6653,PHS,51835.155,40535.092,0.0
6653,H2,0.0,0.0,0.0
6654,Li-Ion,0.0,0.0,0.0
6654,CAES,0.0,0.0,0.0
6654,PHS,49842.015,38976.456,0.0
6654,H2,0.0,0.0,0.0
6655,Li-Ion,0.0,0.0,0.0
6655,CAES,0.0,0.0,0.0
6655,PHS,46382.096,36270.799,0.0
6655,H2,0.0,0.0,0.0
6656,Li-Ion,0.0,0.0,0.0
6656,CAES,0.0,0.0,0.0
6656,PHS,26717.536,17413.164,3935.2247
6656,H2,0.0,0.0,0.0
6657,Li-Ion,0.0,0.0,0.0
6657,CAES,0.0,0.0,0.0
6657,PHS,54163.889,45836.111,0.0
6657,H2,0.0,0.0,0.0
6658,Li-Ion,0.0,0.0,0.0
6658,CAES,0.0,0.0,0.0
6658,PHS,20371.308,12180.153,4240.8432
6658,H2,0.0,0.0,0.0
6659,Li-Ion,0.0,0.0,0.0
6659,CAES,0.0,0.0,0.0
6659,PHS,54012.228,45987.772,0.0
6659,H2,0.0,0.0,0.0
6660,Li-Ion,0.0,0.0,0.0
6660,CAES,0.0,0.0,0.0
6660,PHS,37175.974,29071.612,0.0
6660,H2,0.0,0.0,0.0
6661,Li-Ion,0.0,0.0,0.0
6661,CAES,0.0,0.0,0.0
6661,PHS,22486.613,13958.319,4100.6238
6661,H2,0.0,0.0,0.0
6662,Li-Ion,0.0,0.0,0.0
6662,CAES,0.0,0.0,0.0
6662,PHS,54081.811,45918.189,0.0
6662,H2,0.0,0.0,0.0
6663,Li-Ion,0.0,0.0,0.0
6663,CAES,0.0,0.0,0.0
6663,PHS,32788.382,25640.514,0.0
6663,H2,0.0,0.0,0.0
6664,Li-Ion,0.0,0.0,0.0
6664,CAES,0.0,0.0,0.0
6664,PHS,27824.423,21758.699,0.0
6664,H2,0.0,0.0,0.0
6665,Li-Ion,0.0,0.0,0.0
6665,CAES,0.0,0.0,0.0
6665,PHS,5029.8243,0.0,4447.9121
6665,H2,0.0,0.0,0.0
6666,Li-Ion,0.0,0.0,0.0
6666,CAES,0.0,0.0,0.0
6666,PHS,39349.129,34704.341,0.0
6666,H2,0.0,0.0,0.0
6667,Li-Ion,0.0,0.0,0.0
6667,CAES,0.0,0.0,0.0
6667,PHS,3790.531,0.0,3351.9955
6667,H2,0.0,0.0,0.0
6668,Li-Ion,0.0,0.0,0.0
6668,CAES,0.0,0.0,0.0
6668,PHS,29338.733,25907.084,0.0
6668,H2,0.0,0.0,0.0
6669,Li-Ion,0.0,0.0,0.0
6669,CAES,0.0,0.0,0.0
6669,PHS,4417.7776,0.0,3906.6745
6669,H2,0.0,0.0,0.0
6670,Li-Ion,0.0,0.0,0.0
6670,CAES,0.0,0.0,0.0
6670,PHS,40492.038,35119.475,0.0
6670,H2,0.0,0.0,0.0
6671,Li-Ion,0.0,0.0,0.0
6671,CAES,0.0,0.0,0.0
6671,PHS,31725.318,24809.199,0.0
6671,H2,0.0,0.0,0.0
6672,Li-Ion,0.0,0.0,0.0
6672,CAES,0.0,0.0,0.0
6672,PHS,30764.932,22116.354,2195.8674
6672,H2,0.0,0.0,0.0
6673,Li-Ion,0.0,0.0,0.0
6673,CAES,0.0,0.0,0.0
6673,PHS,55027.036,44972.964,0.0
6673,H2,0.0,0.0,0.0
6674,Li-Ion,0.0,0.0,0.0
6674,CAES,0.0,0.0,0.0
6674,PHS,50110.008,39186.027,0.0
6674,H2,0.0,0.0,0.0
6675,Li-Ion,0.0,0.0,0.0
6675,CAES,0.0,0.0,0.0
6675,PHS,52506.678,40817.202,274.81464
6675,H2,0.0,0.0,0.0
6676,Li-Ion,0.0,0.0,0.0
6676,CAES,0.0,0.0,0.0
6676,PHS,55980.348,44019.652,0.0
6676,H2,0.0,0.0,0.0
6677,Li-Ion,0.0,0.0,0.0
6677,CAES,0.0,0.0,0.0
6677,PHS,52540.15,40578.021,574.88602
6677,H2,0.0,0.0,0.0
6678,Li-Ion,0.0,0.0,0.0
6678,CAES,0.0,0.0,0.0
6678,PHS,55831.439,44168.561,0.0
6678,H2,0.0,0.0,0.0
6679,Li-Ion,0.0,0.0,0.0
6679,CAES,0.0,0.0,0.0
6679,PHS,50767.718,39700.355,0.0
6679,H2,0.0,0.0,0.0
6680,Li-Ion,0.0,0.0,0.0
6680,CAES,0.0,0.0,0.0
6680,PHS,50097.86,39176.527,0.0
6680,H2,0.0,0.0,0.0
6681,Li-Ion,0.0,0.0,0.0
6681,CAES,0.0,0.0,0.0
6681,PHS,12798.597,2726.7515,8234.4101
6681,H2,0.0,0.0,0.0
6682,Li-Ion,0.0,0.0,0.0
6682,CAES,0.0,0.0,0.0
6682,PHS,54944.7,45055.3,5872.6242
6682,H2,0.0,0.0,0.0
6683,Li-Ion,0.0,0.0,0.0
6683,CAES,0.0,0.0,0.0
6683,PHS,54679.374,45320.626,2976.1714
6683,H2,0.0,0.0,0.0
6684,Li-Ion,0.0,0.0,0.0
6684,CAES,0.0,0.0,0.0
6684,PHS,54639.814,45360.186,0.0
6684,H2,0.0,0.0,0.0
6685,Li-Ion,0.0,0.0,0.0
6685,CAES,0.0,0.0,0.0
6685,PHS,21074.972,12380.265,4636.8058
6685,H2,0.0,0.0,0.0
6686,Li-Ion,0.0,0.0,0.0
6686,CAES,0.0,0.0,0.0
6686,PHS,53815.734,46184.266,0.0
6686,H2,0.0,0.0,0.0
6687,Li-Ion,0.0,0.0,0.0
6687,CAES,0.0,0.0,0.0
6687,PHS,6226.5889,0.0,5506.2201
6687,H2,0.0,0.0,0.0
6688,Li-Ion,0.0,0.0,0.0
6688,CAES,0.0,0.0,0.0
6688,PHS,45352.728,40335.026,0.0
6688,H2,0.0,0.0,0.0
6689,Li-Ion,0.0,0.0,0.0
6689,CAES,0.0,0.0,0.0
6689,PHS,15243.748,11920.611,0.0
6689,H2,0.0,0.0,0.0
6690,Li-Ion,0.0,0.0,0.0
6690,CAES,0.0,0.0,0.0
6690,PHS,2572.5031,0.0,2274.8841
6690,H2,0.0,0.0,0.0
