Hour,Technology,Charging power (MW),Discharging power (MW),State of charge (MWh)
4399,Li-Ion,0.0,0.0,0.0
4399,CAES,0.0,0.0,0.0
4399,PHS,54830.471,45169.529,0.0
4399,H2,0.0,0.0,0.0
4400,Li-Ion,0.0,0.0,0.0
4400,CAES,0.0,0.0,0.0
4400,PHS,12334.138,4677.9095,5617.2607
4400,H2,0.0,0.0,0.0
4401,Li-Ion,0.0,0.0,0.0
4401,CAES,0.0,0.0,0.0
4401,PHS,53329.188,46670.812,0.0
4401,H2,0.0,0.0,0.0
4402,Li-Ion,0.0,0.0,0.0
4402,CAES,0.0,0.0,0.0
4402,PHS,6335.1529,0.0,5602.2241
4402,H2,0.0,0.0,0.0
4403,Li-Ion,0.0,0.0,0.0
4403,CAES,0.0,0.0,0.0
4403,PHS,50679.337,44585.331,0.0
4403,H2,0.0,0.0,0.0
4404,Li-Ion,0.0,0.0,0.0
4404,CAES,0.0,0.0,0.0
4404,PHS,5591.3695,0.0,4944.4907
4404,H2,0.0,0.0,0.0
4405,Li-Ion,0.0,0.0,0.0
4405,CAES,0.0,0.0,0.0
4405,PHS,43158.322,38122.259,0.0
4405,H2,0.0,0.0,0.0
4406,Li-Ion,0.0,0.0,0.0
4406,CAES,0.0,0.0,0.0
4406,PHS,4589.5133,0.0,4058.5417
4406,H2,0.0,0.0,0.0
4407,Li-Ion,0.0,0.0,0.0
4407,CAES,0.0,0.0,0.0
4407,PHS,3441.1625,0.0,7101.5879
4407,H2,0.0,0.0,0.0
4408,Li-Ion,0.0,0.0,0.0
4408,CAES,0.0,0.0,0.0
4408,PHS,40315.877,37807.004,0.0
4408,H2,0.0,0.0,0.0
4409,Li-Ion,0.0,0.0,0.0
4409,CAES,0.0,0.0,0.0
4409,PHS,7138.6096,5582.3927,0.0
4409,H2,0.0,0.0,0.0
4410,Li-Ion,0.0,0.0,0.0
4410,CAES,0.0,0.0,0.0
4410,PHS,3914.3788,3061.0442,0.0
4410,H2,0.0,0.0,0.0
4411,Li-Ion,0.0,0.0,0.0
4411,CAES,0.0,0.0,0.0
4411,PHS,3692.282,2887.3645,0.0
4411,H2,0.0,0.0,0.0
4412,Li-Ion,0.0,0.0,0.0
4412,CAES,0.0,0.0,0.0
4412,PHS,1482.9191,0.0,1311.3567
4412,H2,0.0,0.0,0.0
4413,Li-Ion,0.0,0.0,0.0
4413,CAES,0.0,0.0,0.0
4413,PHS,1997.7516,0.0,3077.9837
4413,H2,0.0,0.0,0.0
4414,Li-Ion,0.0,0.0,0.0
4414,CAES,0.0,0.0,0.0
4414,PHS,25742.006,22852.133,0.0
4414,H2,0.0,0.0,0.0
4415,Li-Ion,0.0,0.0,0.0
4415,CAES,0.0,0.0,0.0
4415,PHS,24476.656,19140.745,0.0
4415,H2,0.0,0.0,0.0
4416,Li-Ion,0.0,0.0,0.0
4416,CAES,0.0,0.0,0.0
4416,PHS,35744.706,27952.36,0.0
4416,H2,0.0,0.0,0.0
4417,Li-Ion,0.0,0.0,0.0
4417,CAES,0.0,0.0,0.0
4417,PHS,44392.731,34715.116,0.0
4417,H2,0.0,0.0,0.0
4418,Li-Ion,0.0,0.0,0.0
4418,CAES,0.0,0.0,0.0
4418,PHS,51385.39,40183.375,0.0
4418,H2,0.0,0.0,0.0
4419,Li-Ion,0.0,0.0,0.0
4419,CAES,0.0,0.0,0.0
4419,PHS,56126.618,43873.382,19.939694
4419,H2,0.0,0.0,0.0
4420,Li-Ion,0.0,0.0,0.0
4420,CAES,0.0,0.0,0.0
4420,PHS,56446.214,43553.786,683.909
4420,H2,0.0,0.0,0.0
4421,Li-Ion,0.0,0.0,0.0
4421,CAES,0.0,0.0,0.0
4421,PHS,56535.059,43464.941,1526.9137
4421,H2,0.0,0.0,0.0
4422,Li-Ion,0.0,0.0,0.0
4422,CAES,0.0,0.0,0.0
4422,PHS,56490.532,43509.468,2280.1909
4422,H2,0.0,0.0,0.0
4423,Li-Ion,0.0,0.0,0.0
4423,CAES,0.0,0.0,0.0
4423,PHS,56545.725,43454.275,3144.6885
4423,H2,0.0,0.0,0.0
4424,Li-Ion,0.0,0.0,0.0
4424,CAES,0.0,0.0,0.0
4424,PHS,55836.003,44163.997,2579.0
4424,H2,0.0,0.0,0.0
4425,Li-Ion,0.0,0.0,0.0
4425,CAES,0.0,0.0,0.0
4425,PHS,55552.421,44447.579,1441.856
4425,H2,0.0,0.0,0.0
4426,Li-Ion,0.0,0.0,0.0
4426,CAES,0.0,0.0,0.0
4426,PHS,50330.103,39379.777,1417.3887
4426,H2,0.0,0.0,0.0
4427,Li-Ion,0.0,0.0,0.0
4427,CAES,0.0,0.0,0.0
4427,PHS,55413.351,44586.649,0.0
4427,H2,0.0,0.0,0.0
4428,Li-Ion,0.0,0.0,0.0
4428,CAES,0.0,0.0,0.0
4428,PHS,48586.518,37994.657,0.0
4428,H2,0.0,0.0,0.0
4429,Li-Ion,0.0,0.0,0.0
4429,CAES,0.0,0.0,0.0
4429,PHS,44062.937,33843.51,693.99633
4429,H2,0.0,0.0,0.0
4430,Li-Ion,0.0,0.0,0.0
4430,CAES,0.0,0.0,0.0
4430,PHS,9491.1116,0.0,9087.0588
4430,H2,0.0,0.0,0.0
4431,Li-Ion,0.0,0.0,0.0
4431,CAES,0.0,0.0,0.0
4431,PHS,54198.619,45801.381,5221.8196
4431,H2,0.0,0.0,0.0
4432,Li-Ion,0.0,0.0,0.0
4432,CAES,0.0,0.0,0.0
4432,PHS,53525.424,46474.576,0.0
4432,H2,0.0,0.0,0.0
4433,Li-Ion,0.0,0.0,0.0
4433,CAES,0.0,0.0,0.0
4433,PHS,26165.949,20461.772,0.0
4433,H2,0.0,0.0,0.0
4434,Li-Ion,0.0,0.0,0.0
4434,CAES,0.0,0.0,0.0
4434,PHS,21830.095,17071.134,0.0
4434,H2,0.0,0.0,0.0
4435,Li-Ion,0.0,0.0,0.0
4435,CAES,0.0,0.0,0.0
4435,PHS,4493.9219,0.0,3974.0095
4435,H2,0.0,0.0,0.0
4436,Li-Ion,0.0,0.0,0.0
4436,CAES,0.0,0.0,0.0
4436,PHS,38997.127,34010.0,0.0
4436,H2,0.0,0.0,0.0
4437,Li-Ion,0.0,0.0,0.0
4437,CAES,0.0,0.0,0.0
4437,PHS,5510.0048,0.0,4872.5393
4437,H2,0.0,0.0,0.0
4438,Li-Ion,0.0,0.0,0.0
4438,CAES,0.0,0.0,0.0
4438,PHS,48769.893,42446.88,0.0
4438,H2,0.0,0.0,0.0
4439,Li-Ion,0.0,0.0,0.0
4439,CAES,0.0,0.0,0.0
4439,PHS,34176.011,26725.641,0.0
4439,H2,0.0,0.0,0.0
4440,Li-Ion,0.0,0.0,0.0
4440,CAES,0.0,0.0,0.0
4440,PHS,34345.024,25292.138,1770.5051
4440,H2,0.0,0.0,0.0
4441,Li-Ion,0.0,0.0,0.0
4441,CAES,0.0,0.0,0.0
4441,PHS,55238.119,44761.881,0.0
4441,H2,0.0,0.0,0.0
4442,Li-Ion,0.0,0.0,0.0
4442,CAES,0.0,0.0,0.0
4442,PHS,52972.081,41424.168,0.0
4442,H2,0.0,0.0,0.0
4443,Li-Ion,0.0,0.0,0.0
4443,CAES,0.0,0.0,0.0
4443,PHS,56268.745,43731.255,306.34441
4443,H2,0.0,0.0,0.0
4444,Li-Ion,0.0,0.0,0.0
4444,CAES,0.0,0.0,0.0
4444,PHS,56460.692,43539.308,999.48811
4444,H2,0.0,0.0,0.0
4445,Li-Ion,0.0,0.0,0.0
4445,CAES,0.0,0.0,0.0
4445,PHS,56371.059,43628.941,1512.0103
4445,H2,0.0,0.0,0.0
4446,Li-Ion,0.0,0.0,0.0
4446,CAES,0.0,0.0,0.0
4446,PHS,56012.444,43987.556,1301.875
4446,H2,0.0,0.0,0.0
4447,Li-Ion,0.0,0.0,0.0
4447,CAES,0.0,0.0,0.0
4447,PHS,33694.759,22549.814,5598.4427
4447,H2,0.0,0.0,0.0
4448,Li-Ion,0.0,0.0,0.0
4448,CAES,0.0,0.0,0.0
4448,PHS,54907.187,45092.813,3161.0628
4448,H2,0.0,0.0,0.0
4449,Li-Ion,0.0,0.0,0.0
4449,CAES,0.0,0.0,0.0
4449,PHS,54548.063,45451.937,0.0
4449,H2,0.0,0.0,0.0
4450,Li-Ion,0.0,0.0,0.0
4450,CAES,0.0,0.0,0.0
4450,PHS,25908.726,17050.382,3630.2319
4450,H2,0.0,0.0,0.0
4451,Li-Ion,0.0,0.0,0.0
4451,CAES,0.0,0.0,0.0
4451,PHS,54315.24,45684.76,0.0
4451,H2,0.0,0.0,0.0
4452,Li-Ion,0.0,0.0,0.0
4452,CAES,0.0,0.0,0.0
4452,PHS,36048.02,28189.552,0.0
4452,H2,0.0,0.0,0.0
4453,Li-Ion,0.0,0.0,0.0
4453,CAES,0.0,0.0,0.0
4453,PHS,34676.497,27117.021,0.0
4453,H2,0.0,0.0,0.0
4454,Li-Ion,0.0,0.0,0.0
4454,CAES,0.0,0.0,0.0
4454,PHS,28703.132,22445.849,0.0
4454,H2,0.0,0.0,0.0
4455,Li-Ion,0.0,0.0,0.0
4455,CAES,0.0,0.0,0.0
4455,PHS,21046.423,16458.303,0.0
4455,H2,0.0,0.0,0.0
4456,Li-Ion,0.0,0.0,0.0
4456,CAES,0.0,0.0,0.0
4456,PHS,2942.0274,0.0,2601.6573
4456,H2,0.0,0.0,0.0
4457,Li-Ion,0.0,0.0,0.0
4457,CAES,0.0,0.0,0.0
4457,PHS,1366.8701,0.0,3810.3909
4457,H2,0.0,0.0,0.0
4458,Li-Ion,0.0,0.0,0.0
4458,CAES,0.0,0.0,0.0
4458,PHS,13982.066,14106.75,222.5283
4458,H2,0.0,0.0,0.0
4459,Li-Ion,0.0,0.0,0.0
4459,CAES,0.0,0.0,0.0
4459,PHS,0.0,196.78348,0.0
4459,H2,0.0,0.0,0.0
4460,Li-Ion,0.0,0.0,0.0
4460,CAES,0.0,0.0,0.0
4460,PHS,1945.3827,1521.2892,0.0
4460,H2,0.0,0.0,0.0
4461,Li-Ion,0.0,0.0,0.0
4461,CAES,0.0,0.0,0.0
4461,PHS,1116.7216,0.0,987.52548
4461,H2,0.0,0.0,0.0
4462,Li-Ion,0.0,0.0,0.0
4462,CAES,0.0,0.0,0.0
4462,PHS,14675.43,12349.463,0.0
4462,H2,0.0,0.0,0.0
4463,Li-Ion,0.0,0.0,0.0
4463,CAES,0.0,0.0,0.0
4463,PHS,20656.857,16153.662,0.0
4463,H2,0.0,0.0,0.0
4464,Li-Ion,0.0,0.0,0.0
4464,CAES,0.0,0.0,0.0
4464,PHS,32459.311,25383.181,0.0
4464,H2,0.0,0.0,0.0
4465,Li-Ion,0.0,0.0,0.0
4465,CAES,0.0,0.0,0.0
4465,PHS,37383.388,27920.2,1485.4663
4465,H2,0.0,0.0,0.0
4466,Li-Ion,0.0,0.0,0.0
4466,CAES,0.0,0.0,0.0
4466,PHS,55379.568,44620.432,0.0
4466,H2,0.0,0.0,0.0
4467,Li-Ion,0.0,0.0,0.0
4467,CAES,0.0,0.0,0.0
4467,PHS,54654.12,42739.522,0.0
4467,H2,0.0,0.0,0.0
4468,Li-Ion,0.0,0.0,0.0
4468,CAES,0.0,0.0,0.0
4468,PHS,56318.83,43681.17,407.27272
4468,H2,0.0,0.0,0.0
4469,Li-Ion,0.0,0.0,0.0
4469,CAES,0.0,0.0,0.0
4469,PHS,56422.918,43577.082,1024.2986
4469,H2,0.0,0.0,0.0
4470,Li-Ion,0.0,0.0,0.0
4470,CAES,0.0,0.0,0.0
4470,PHS,56430.479,43569.521,1656.5609
4470,H2,0.0,0.0,0.0
4471,Li-Ion,0.0,0.0,0.0
4471,CAES,0.0,0.0,0.0
4471,PHS,56067.481,43932.519,1557.3328
4471,H2,0.0,0.0,0.0
4472,Li-Ion,0.0,0.0,0.0
4472,CAES,0.0,0.0,0.0
4472,PHS,55487.602,44512.398,289.56882
4472,H2,0.0,0.0,0.0
4473,Li-Ion,0.0,0.0,0.0
4473,CAES,0.0,0.0,0.0
4473,PHS,48314.007,38037.621,0.0
4473,H2,0.0,0.0,0.0
4474,Li-Ion,0.0,0.0,0.0
4474,CAES,0.0,0.0,0.0
4474,PHS,45756.741,35781.772,0.0
4474,H2,0.0,0.0,0.0
4475,Li-Ion,0.0,0.0,0.0
4475,CAES,0.0,0.0,0.0
4475,PHS,30656.154,21169.369,3170.5512
4475,H2,0.0,0.0,0.0
4476,Li-Ion,0.0,0.0,0.0
4476,CAES,0.0,0.0,0.0
4476,PHS,54543.354,45456.646,0.0
4476,H2,0.0,0.0,0.0
4477,Li-Ion,0.0,0.0,0.0
4477,CAES,0.0,0.0,0.0
4477,PHS,8422.508,0.0,7448.0882
4477,H2,0.0,0.0,0.0
4478,Li-Ion,0.0,0.0,0.0
4478,CAES,0.0,0.0,0.0
4478,PHS,53796.816,46203.184,2773.1599
4478,H2,0.0,0.0,0.0
4479,Li-Ion,0.0,0.0,0.0
4479,CAES,0.0,0.0,0.0
4479,PHS,39345.282,33220.337,0.0
4479,H2,0.0,0.0,0.0
4480,Li-Ion,0.0,0.0,0.0
4480,CAES,0.0,0.0,0.0
4480,PHS,4727.3339,0.0,4180.4175
4480,H2,0.0,0.0,0.0
4481,Li-Ion,0.0,0.0,0.0
4481,CAES,0.0,0.0,0.0
4481,PHS,3138.6682,0.0,6955.9658
4481,H2,0.0,0.0,0.0
4482,Li-Ion,0.0,0.0,0.0
4482,CAES,0.0,0.0,0.0
4482,PHS,2209.3852,0.0,8909.742
4482,H2,0.0,0.0,0.0
4483,Li-Ion,0.0,0.0,0.0
4483,CAES,0.0,0.0,0.0
4483,PHS,45453.61,43423.676,0.0
4483,H2,0.0,0.0,0.0
4484,Li-Ion,0.0,0.0,0.0
4484,CAES,0.0,0.0,0.0
4484,PHS,2716.7593,0.0,2402.451
4484,H2,0.0,0.0,0.0
4485,Li-Ion,0.0,0.0,0.0
4485,CAES,0.0,0.0,0.0
4485,PHS,23171.357,20244.507,0.0
4485,H2,0.0,0.0,0.0
4486,Li-Ion,0.0,0.0,0.0
4486,CAES,0.0,0.0,0.0
4486,PHS,17508.48,13691.631,0.0
4486,H2,0.0,0.0,0.0
4487,Li-Ion,0.0,0.0,0.0
4487,CAES,0.0,0.0,0.0
4487,PHS,27070.721,21169.304,0.0
4487,H2,0.0,0.0,0.0
4488,Li-Ion,0.0,0.0,0.0
4488,CAES,0.0,0.0,0.0
4488,PHS,38698.711,30262.392,0.0
4488,H2,0.0,0.0,0.0
4489,Li-Ion,0.0,0.0,0.0
4489,CAES,0.0,0.0,0.0
4489,PHS,47668.959,37277.126,0.0
4489,H2,0.0,0.0,0.0
4490,Li-Ion,0.0,0.0,0.0
4490,CAES,0.0,0.0,0.0
4490,PHS,54450.712,42580.457,0.0
4490,H2,0.0,0.0,0.0
4491,Li-Ion,0.0,0.0,0.0
4491,CAES,0.0,0.0,0.0
4491,PHS,56421.161,43578.839,613.48526
4491,H2,0.0,0.0,0.0
4492,Li-Ion,0.0,0.0,0.0
4492,CAES,0.0,0.0,0.0
4492,PHS,56738.281,43261.719,1866.0087
4492,H2,0.0,0.0,0.0
4493,Li-Ion,0.0,0.0,0.0
4493,CAES,0.0,0.0,0.0
4493,PHS,56924.579,43075.421,3493.9492
4493,H2,0.0,0.0,0.0
4494,Li-Ion,0.0,0.0,0.0
4494,CAES,0.0,0.0,0.0
4494,PHS,56872.522,43127.478,5016.9875
4494,H2,0.0,0.0,0.0
4495,Li-Ion,0.0,0.0,0.0
4495,CAES,0.0,0.0,0.0
4495,PHS,56788.315,43211.685,6370.3365
4495,H2,0.0,0.0,0.0
4496,Li-Ion,0.0,0.0,0.0
4496,CAES,0.0,0.0,0.0
4496,PHS,56079.063,43920.937,6294.446
4496,H2,0.0,0.0,0.0
4497,Li-Ion,0.0,0.0,0.0
4497,CAES,0.0,0.0,0.0
4497,PHS,55832.42,44167.58,5721.5367
4497,H2,0.0,0.0,0.0
4498,Li-Ion,0.0,0.0,0.0
4498,CAES,0.0,0.0,0.0
4498,PHS,55746.425,44253.575,4975.3357
4498,H2,0.0,0.0,0.0
4499,Li-Ion,0.0,0.0,0.0
4499,CAES,0.0,0.0,0.0
4499,PHS,55673.196,44326.804,4081.5688
4499,H2,0.0,0.0,0.0
4500,Li-Ion,0.0,0.0,0.0
4500,CAES,0.0,0.0,0.0
4500,PHS,55387.674,44612.326,2612.4363
4500,H2,0.0,0.0,0.0
4501,Li-Ion,0.0,0.0,0.0
4501,CAES,0.0,0.0,0.0
4501,PHS,55315.939,44684.061,998.74819
4501,H2,0.0,0.0,0.0
4502,Li-Ion,0.0,0.0,0.0
4502,CAES,0.0,0.0,0.0
4502,PHS,51383.284,41064.929,0.0
4502,H2,0.0,0.0,0.0
4503,Li-Ion,0.0,0.0,0.0
4503,CAES,0.0,0.0,0.0
4503,PHS,42443.589,33190.887,0.0
4503,H2,0.0,0.0,0.0
4504,Li-Ion,0.0,0.0,0.0
4504,CAES,0.0,0.0,0.0
4504,PHS,16457.622,8122.1175,5368.8818
4504,H2,0.0,0.0,0.0
4505,Li-Ion,0.0,0.0,0.0
4505,CAES,0.0,0.0,0.0
4505,PHS,53452.445,46547.555,0.0
4505,H2,0.0,0.0,0.0
4506,Li-Ion,0.0,0.0,0.0
4506,CAES,0.0,0.0,0.0
4506,PHS,26442.709,20678.199,0.0
4506,H2,0.0,0.0,0.0
4507,Li-Ion,0.0,0.0,0.0
4507,CAES,0.0,0.0,0.0
4507,PHS,21512.263,16822.59,0.0
4507,H2,0.0,0.0,0.0
4508,Li-Ion,0.0,0.0,0.0
4508,CAES,0.0,0.0,0.0
4508,PHS,23249.98,18181.485,0.0
4508,H2,0.0,0.0,0.0
4509,Li-Ion,0.0,0.0,0.0
4509,CAES,0.0,0.0,0.0
4509,PHS,5070.9701,0.0,4484.2976
4509,H2,0.0,0.0,0.0
4510,Li-Ion,0.0,0.0,0.0
4510,CAES,0.0,0.0,0.0
4510,PHS,26583.321,20862.157,4400.6168
4510,H2,0.0,0.0,0.0
4511,Li-Ion,0.0,0.0,0.0
4511,CAES,0.0,0.0,0.0
4511,PHS,53932.941,46067.059,0.0
4511,H2,0.0,0.0,0.0
4512,Li-Ion,0.0,0.0,0.0
4512,CAES,0.0,0.0,0.0
4512,PHS,44963.5,34802.136,406.33047
4512,H2,0.0,0.0,0.0
4513,Li-Ion,0.0,0.0,0.0
4513,CAES,0.0,0.0,0.0
4513,PHS,55915.084,44084.916,0.0
4513,H2,0.0,0.0,0.0
4514,Li-Ion,0.0,0.0,0.0
4514,CAES,0.0,0.0,0.0
4514,PHS,56288.364,43711.636,345.87953
4514,H2,0.0,0.0,0.0
4515,Li-Ion,0.0,0.0,0.0
4515,CAES,0.0,0.0,0.0
4515,PHS,56617.985,43382.015,1355.9908
4515,H2,0.0,0.0,0.0
4516,Li-Ion,0.0,0.0,0.0
4516,CAES,0.0,0.0,0.0
4516,PHS,56804.317,43195.683,2741.5856
4516,H2,0.0,0.0,0.0
4517,Li-Ion,0.0,0.0,0.0
4517,CAES,0.0,0.0,0.0
4517,PHS,56461.124,43538.876,3435.6001
4517,H2,0.0,0.0,0.0
4518,Li-Ion,0.0,0.0,0.0
4518,CAES,0.0,0.0,0.0
4518,PHS,55971.312,44028.688,3142.5781
4518,H2,0.0,0.0,0.0
4519,Li-Ion,0.0,0.0,0.0
4519,CAES,0.0,0.0,0.0
4519,PHS,55066.045,44933.955,1025.3203
4519,H2,0.0,0.0,0.0
4520,Li-Ion,0.0,0.0,0.0
4520,CAES,0.0,0.0,0.0
4520,PHS,40225.49,32363.031,0.0
4520,H2,0.0,0.0,0.0
4521,Li-Ion,0.0,0.0,0.0
4521,CAES,0.0,0.0,0.0
4521,PHS,30295.631,23691.184,0.0
4521,H2,0.0,0.0,0.0
4522,Li-Ion,0.0,0.0,0.0
4522,CAES,0.0,0.0,0.0
4522,PHS,27698.867,21660.514,0.0
4522,H2,0.0,0.0,0.0
4523,Li-Ion,0.0,0.0,0.0
4523,CAES,0.0,0.0,0.0
4523,PHS,6174.6612,0.0,5460.3001
4523,H2,0.0,0.0,0.0
4524,Li-Ion,0.0,0.0,0.0
4524,CAES,0.0,0.0,0.0
4524,PHS,25616.919,19472.375,6093.627
4524,H2,0.0,0.0,0.0
4525,Li-Ion,0.0,0.0,0.0
4525,CAES,0.0,0.0,0.0
4525,PHS,53092.794,46907.206,0.0
4525,H2,0.0,0.0,0.0
4526,Li-Ion,0.0,0.0,0.0
4526,CAES,0.0,0.0,0.0
4526,PHS,28438.645,22239.02,0.0
4526,H2,0.0,0.0,0.0
4527,Li-Ion,0.0,0.0,0.0
4527,CAES,0.0,0.0,0.0
4527,PHS,24671.427,19293.056,0.0
4527,H2,0.0,0.0,0.0
4528,Li-Ion,0.0,0.0,0.0
4528,CAES,0.0,0.0,0.0
4528,PHS,21273.551,16635.917,0.0
4528,H2,0.0,0.0,0.0
4529,Li-Ion,0.0,0.0,0.0
4529,CAES,0.0,0.0,0.0
4529,PHS,3622.5811,0.0,3203.4761
4529,H2,0.0,0.0,0.0
4530,Li-Ion,0.0,0.0,0.0
4530,CAES,0.0,0.0,0.0
4530,PHS,2790.7824,0.0,5671.3863
4530,H2,0.0,0.0,0.0
4531,Li-Ion,0.0,0.0,0.0
4531,CAES,0.0,0.0,0.0
4531,PHS,34013.987,31614.188,0.0
4531,H2,0.0,0.0,0.0
4532,Li-Ion,0.0,0.0,0.0
4532,CAES,0.0,0.0,0.0
4532,PHS,13526.585,10577.789,0.0
4532,H2,0.0,0.0,0.0
4533,Li-Ion,0.0,0.0,0.0
4533,CAES,0.0,0.0,0.0
4533,PHS,2873.4992,0.0,2541.0573
4533,H2,0.0,0.0,0.0
4534,Li-Ion,0.0,0.0,0.0
4534,CAES,0.0,0.0,0.0
4534,PHS,3727.7162,0.0,5837.5052
4534,H2,0.0,0.0,0.0
4535,Li-Ion,0.0,0.0,0.0
4535,CAES,0.0,0.0,0.0
4535,PHS,51554.453,45477.733,0.0
4535,H2,0.0,0.0,0.0
4536,Li-Ion,0.0,0.0,0.0
4536,CAES,0.0,0.0,0.0
4536,PHS,38278.943,29934.133,0.0
4536,H2,0.0,0.0,0.0
4537,Li-Ion,0.0,0.0,0.0
4537,CAES,0.0,0.0,0.0
4537,PHS,46168.833,36104.027,0.0
4537,H2,0.0,0.0,0.0
4538,Li-Ion,0.0,0.0,0.0
4538,CAES,0.0,0.0,0.0
4538,PHS,52234.881,40847.677,0.0
4538,H2,0.0,0.0,0.0
4539,Li-Ion,0.0,0.0,0.0
4539,CAES,0.0,0.0,0.0
4539,PHS,55293.822,43239.769,0.0
4539,H2,0.0,0.0,0.0
4540,Li-Ion,0.0,0.0,0.0
4540,CAES,0.0,0.0,0.0
4540,PHS,56256.486,43743.514,281.64201
4540,H2,0.0,0.0,0.0
4541,Li-Ion,0.0,0.0,0.0
4541,CAES,0.0,0.0,0.0
4541,PHS,51502.887,39422.918,1245.491
4541,H2,0.0,0.0,0.0
4542,Li-Ion,0.0,0.0,0.0
4542,CAES,0.0,0.0,0.0
4542,PHS,55498.655,44501.345,0.0
4542,H2,0.0,0.0,0.0
4543,Li-Ion,0.0,0.0,0.0
4543,CAES,0.0,0.0,0.0
4543,PHS,24238.181,14824.989,4669.4935
4543,H2,0.0,0.0,0.0
4544,Li-Ion,0.0,0.0,0.0
4544,CAES,0.0,0.0,0.0
4544,PHS,53799.512,46200.488,0.0
4544,H2,0.0,0.0,0.0
4545,Li-Ion,0.0,0.0,0.0
4545,CAES,0.0,0.0,0.0
4545,PHS,30506.118,23855.784,0.0
4545,H2,0.0,0.0,0.0
4546,Li-Ion,0.0,0.0,0.0
4546,CAES,0.0,0.0,0.0
4546,PHS,6507.1428,0.0,5754.3161
4546,H2,0.0,0.0,0.0
4547,Li-Ion,0.0,0.0,0.0
4547,CAES,0.0,0.0,0.0
4547,PHS,52874.591,46436.516,0.0
4547,H2,0.0,0.0,0.0
4548,Li-Ion,0.0,0.0,0.0
4548,CAES,0.0,0.0,0.0
4548,PHS,27348.879,21386.823,0.0
4548,H2,0.0,0.0,0.0
4549,Li-Ion,0.0,0.0,0.0
4549,CAES,0.0,0.0,0.0
4549,PHS,5444.9919,0.0,4815.0479
4549,H2,0.0,0.0,0.0
4550,Li-Ion,0.0,0.0,0.0
4550,CAES,0.0,0.0,0.0
4550,PHS,39392.811,35063.162,0.0
4550,H2,0.0,0.0,0.0
4551,Li-Ion,0.0,0.0,0.0
4551,CAES,0.0,0.0,0.0
4551,PHS,14853.264,11615.253,0.0
4551,H2,0.0,0.0,0.0
4552,Li-Ion,0.0,0.0,0.0
4552,CAES,0.0,0.0,0.0
4552,PHS,6858.2332,5000.8118,409.72905
4552,H2,0.0,0.0,0.0
4553,Li-Ion,0.0,0.0,0.0
4553,CAES,0.0,0.0,0.0
4553,PHS,757.62691,0.0,1079.7043
4553,H2,0.0,0.0,0.0
4554,Li-Ion,0.0,0.0,0.0
4554,CAES,0.0,0.0,0.0
4554,PHS,0.0,595.43155,406.37354
4554,H2,0.0,0.0,0.0
4555,Li-Ion,0.0,0.0,0.0
4555,CAES,0.0,0.0,0.0
4555,PHS,0.0,359.35923,0.0
4555,H2,0.0,0.0,0.0
4556,Li-Ion,0.0,0.0,0.0
4556,CAES,0.0,0.0,0.0
4556,PHS,2603.8116,2036.1806,0.0
4556,H2,0.0,0.0,0.0
4557,Li-Ion,0.0,0.0,0.0
4557,CAES,0.0,0.0,0.0
4557,PHS,3753.6229,2935.3331,0.0
4557,H2,0.0,0.0,0.0
4558,Li-Ion,0.0,0.0,0.0
4558,CAES,0.0,0.0,0.0
4558,PHS,9155.6746,7159.7375,0.0
4558,H2,0.0,0.0,0.0
4559,Li-Ion,0.0,0.0,0.0
4559,CAES,0.0,0.0,0.0
4559,PHS,20722.235,16204.788,0.0
4559,H2,0.0,0.0,0.0
4560,Li-Ion,0.0,0.0,0.0
4560,CAES,0.0,0.0,0.0
4560,PHS,32325.98,25278.917,0.0
4560,H2,0.0,0.0,0.0
4561,Li-Ion,0.0,0.0,0.0
4561,CAES,0.0,0.0,0.0
4561,PHS,42288.421,33069.545,0.0
4561,H2,0.0,0.0,0.0
4562,Li-Ion,0.0,0.0,0.0
4562,CAES,0.0,0.0,0.0
4562,PHS,40326.414,29866.988,1886.5236
4562,H2,0.0,0.0,0.0
4563,Li-Ion,0.0,0.0,0.0
4563,CAES,0.0,0.0,0.0
4563,PHS,55567.782,44432.218,780.334
4563,H2,0.0,0.0,0.0
4564,Li-Ion,0.0,0.0,0.0
4564,CAES,0.0,0.0,0.0
4564,PHS,55729.486,44270.514,0.0
4564,H2,0.0,0.0,0.0
4565,Li-Ion,0.0,0.0,0.0
4565,CAES,0.0,0.0,0.0
4565,PHS,11335.828,0.0,10024.359
4565,H2,0.0,0.0,0.0
4566,Li-Ion,0.0,0.0,0.0
4566,CAES,0.0,0.0,0.0
4566,PHS,55109.42,44890.58,7994.5062
4566,H2,0.0,0.0,0.0
4567,Li-Ion,0.0,0.0,0.0
4567,CAES,0.0,0.0,0.0
4567,PHS,54270.018,45729.982,4273.1463
4567,H2,0.0,0.0,0.0
4568,Li-Ion,0.0,0.0,0.0
4568,CAES,0.0,0.0,0.0
4568,PHS,48640.52,41815.662,0.0
4568,H2,0.0,0.0,0.0
4569,Li-Ion,0.0,0.0,0.0
4569,CAES,0.0,0.0,0.0
4569,PHS,26621.241,20817.811,0.0
4569,H2,0.0,0.0,0.0
4570,Li-Ion,0.0,0.0,0.0
4570,CAES,0.0,0.0,0.0
4570,PHS,14118.296,9028.0883,2275.7004
4570,H2,0.0,0.0,0.0
4571,Li-Ion,0.0,0.0,0.0
4571,CAES,0.0,0.0,0.0
